MSA,%hpi,rank,%hpi_lag,Employment,Employment_ Lag,Period ,Population 
"Bremerton-Silverdale-Port Orchard, WA",0.112124747,0,0.033028928,1.62,1.1,2001-2005,0.04048762
"Bridgeport-Stamford-Norwalk, CT",0.110374846,0,0.060885238,1.58,0.08,2001-2005,0.019225612
"Brownsville-Harlingen, TX",0.048176823,0,0.023211002,3.96,3.42,2001-2005,0.100806932
"Brunswick, GA",0.074318281,0,0.057914432,1.88,1.98,2001-2005,0.09895777
"Buffalo-Cheektowaga, NY",0.051396033,0,0.004870472,0.7,-0.16,2001-2005,-0.014896733
"Burlington, NC",0.023661884,0,0.044684896,1.7,2.16,2001-2005,0.074911987
"Burlington-South Burlington, VT",0.101781301,0,0.0420773,2.92,1.86,2001-2005,0.030633568
"Canton-Massillon, OH",0.033687071,0,0.045607703,1.16,1.16,2001-2005,-0.003091274
"Cape Coral-Fort Myers, FL",0.190376466,1,0.035899942,3.4,3.2,2001-2005,0.184663125
"Cape Girardeau, MO-IL",0.050312672,0,0.027322898,1.88,2.48,2001-2005,0.032485672
"Carson City, NV",0.16061297,0,0.022019703,3.2,4.82,2001-2005,0.026499453
"Casper, WY",0.10367785,0,0.037216814,1.78,0.5,2001-2005,0.064905497
"Cedar Rapids, IA",0.035216416,0,0.030027351,2.7,2.6,2001-2005,0.042736422
"Chambersburg-Waynesboro, PA",0.108438338,0,0.024211771,0.46,0.38,2001-2005,0.050142236
"Charleston, WV",0.034147189,0,0.032536571,1.5,1.76,2001-2005,-0.008678477
"Charleston-North Charleston, SC",0.093326317,0,0.084101329,3.8,0.96,2001-2005,0.100229363
"Charlotte-Concord-Gastonia, NC-SC",0.03554524,0,0.047426927,3.5,3.04,2001-2005,0.149516413
"Charlottesville, VA",0.118426273,0,0.044674658,2.72,2.5,2001-2005,0.07621804
"Chattanooga, TN-GA",0.055978257,0,0.042430393,1.28,2.08,2001-2005,0.052761962
"Cheyenne, WY",0.072080582,0,0.035455176,1.52,2.04,2001-2005,0.060256461
"Chicago-Naperville-Evanston, IL",0.085467098,0,0.046567693,1.48,1.36,2001-2005,0.019742272
"Chico, CA",0.16984433,1,0.036298038,2.92,1.04,2001-2005,0.040591997
"Cincinnati, OH-KY-IN",0.03829821,0,0.044860449,1.88,1.32,2001-2005,0.029548776
"Clarksville, TN-KY",0.046718032,0,0.034123385,3.26,4.36,2001-2005,0.08665296
"Cleveland, TN",0.049727335,0,0.045099027,1.4,2.98,2001-2005,0.05507611
"Cleveland-Elyria, OH",0.03475898,0,0.038318618,1.16,1.02,2001-2005,-0.016641799
"Coeur d'Alene, ID",0.129033995,0,0.011384266,3.66,8.5,2001-2005,0.128835541
"College Station-Bryan, TX",0.039601395,0,0.033508855,3.48,3,2001-2005,0.112101076
"Colorado Springs, CO",0.056801019,0,0.052444002,3.8,5.9,2001-2005,0.095981853
"Columbia, MO",0.04995099,0,0.03114257,2.7,3.3,2001-2005,0.089118608
"Columbia, SC",0.04837922,0,0.039896507,1.88,2,2001-2005,0.089084946
"Columbus, GA-AL",0.056130057,0,0.038973115,1.24,2.82,2001-2005,0.022976785
"Columbus, IN",0.026508029,0,0.020823474,0.86,3.3,2001-2005,0.03683135
"Columbus, OH",0.040138533,0,0.041795109,2.48,2.18,2001-2005,0.067145747
"Corpus Christi, TX",0.058574268,0,0.021517502,1.88,1.66,2001-2005,0.030415499
"Corvallis, OR",0.067185727,0,0.024826117,-0.38,4.02,2001-2005,0.046431434
"Crestview-Fort Walton Beach-Destin, FL",0.171216557,1,0.039641961,3.42,3.02,2001-2005,0.029831069
"Cumberland, MD-WV",0.074609767,0,0.026332131,0.7,0.28,2001-2005,0.006308039
"Dallas-Plano-Irving, TX",0.035312788,0,0.04744213,4.44,2.68,2001-2005,0.11106721
"Dalton, GA",0.054839153,0,0.047467942,2.22,4.24,2001-2005,0.0885398
"Danville, IL",0.041865507,0,0.039450562,0.1,0.62,2001-2005,-0.013762647
"Daphne-Fairhope-Foley, AL",0.086639804,0,0.04264892,4.42,7.44,2001-2005,-0.01645312
"Davenport-Moline-Rock Island, IA-IL",0.044337923,0,0.047897241,1.44,1.08,2001-2005,0.004869546
"Dayton-Kettering, OH",0.030814642,0,0.027427369,0.68,0.84,2001-2005,-0.00392859
"Decatur, AL",0.030448178,0,0.0368357,2.06,1.3,2001-2005,0.026929389
"Decatur, IL",0.037363612,0,0.03754828,1.1,0.18,2001-2005,-0.017315537
"Deltona-Daytona Beach-Ormond Beach, FL",0.166185727,1,0.037473399,1.8,2.34,2001-2005,0.056219193
"Denver-Aurora-Lakewood, CO",0.041845597,0,0.088569915,3.8,3.38,2001-2005,0.080343351
"Des Moines-West Des Moines, IA",0.047594878,0,0.042051172,1.54,2.64,2001-2005,0.08779544
"Detroit-Dearborn-Livonia, MI",0.032466911,0,0.083513886,0.66,-0.08,2001-2005,-0.017709308
"Dothan, AL",0.044925995,0,0.029362721,0.9,1.46,2001-2005,0.054954495
"Dover, DE",0.104597186,0,0.0217146,1.34,3.86,2001-2005,0.131851558
"Dubuque, IA",0.045245943,0,0.031271269,0.76,2.14,2001-2005,0.024984326
"Duluth, MN-WI",0.08960413,0,0.064115179,1.8,2.06,2001-2005,0.007747156
"Durham-Chapel Hill, NC",0.040419361,0,0.043265231,1.46,1.78,2001-2005,0.087459453
"Eau Claire, WI",0.052506964,0,0.058679179,2.52,2.66,2001-2005,0.042297645
"El Centro, CA",0.154939871,0,0.024428542,2.78,2.5,2001-2005,0.107227952
"El Paso, TX",0.061590777,0,0.007123654,1.88,2.48,2001-2005,0.055147618
"Elkhart-Goshen, IN",0.033895709,0,0.041069698,1.2,3.48,2001-2005,0.039611333
"Elmira, NY",0.042348278,0,0.013589959,0.96,0.08,2001-2005,-0.0123748
"Erie, PA",0.03302066,0,0.031379965,1.14,1.1,2001-2005,-0.00049328
"Eugene-Springfield, OR",0.091208501,0,0.035824959,1.78,2.46,2001-2005,0.043570393
"Evansville, IN-KY",0.032229647,0,0.048275373,1.12,1.96,2001-2005,0.022871906
"Fairbanks, AK",0.065764922,0,0.026852934,2.22,2.54,2001-2005,0.085331948
"Fargo, ND-MN",0.065759609,0,0.034462058,2.78,2.66,2001-2005,0.094231414
"Farmington, NM",0.089292694,0,0.035543272,1.36,2.9,2001-2005,0.068986254
"Fayetteville, NC",0.038585595,0,0.018721425,1.44,3.74,2001-2005,0.043289401
"Fayetteville-Springdale-Rogers, AR",0.075925121,0,0.027118544,3,5.38,2001-2005,0.15529596
"Flagstaff, AZ",0.134847764,0,0.032167271,4.24,3.56,2001-2005,0.074994802
"Flint, MI",0.037174065,0,0.061045658,-1.82,1.3,2001-2005,-0.011937831
"Florence, SC",0.041279201,0,0.042137153,1.34,1.32,2001-2005,0.031626917
"Florence-Muscle Shoals, AL",0.036541686,0,0.018813793,-0.64,2.52,2001-2005,0.014539285
"Fond du Lac, WI",0.041477863,0,0.044985447,1.52,1.82,2001-2005,0.022044674
"Fort Collins, CO",0.044562477,0,0.066372897,4.18,4.98,2001-2005,0.0915128
"Fort Smith, AR-OK",0.040700726,0,0.032318903,1.72,3.52,2001-2005,0.045496498
"Fort Wayne, IN",0.027119976,0,0.032133488,1.02,1.34,2001-2005,0.032907973
"Fresno, CA",0.197258143,1,0.017068624,2.18,1.46,2001-2005,0.078853678
"Gadsden, AL",0.053081028,0,0.043629548,-0.08,2,2001-2005,0.004681721
"Gainesville, FL",0.127572334,0,0.034275689,2.58,2.84,2001-2005,0.066393413
"Gainesville, GA",0.054363138,0,0.058967207,3.36,4.32,2001-2005,0.135834358
"Glens Falls, NY",0.111969928,0,0.008096767,0.66,1.22,2001-2005,0.018242074
"Goldsboro, NC",0.029759546,0,0.040429451,1.34,1.72,2001-2005,0.040196625
"Grand Forks, ND-MN",0.067901023,0,0.023179237,0.26,2.7,2001-2005,0.005029515
"Grand Junction, CO",0.080322019,0,0.050559992,3.7,3.8,2001-2005,0.123422917
"Grand Rapids-Kentwood, MI",0.037414083,0,0.057868811,2.38,3.56,2001-2005,0.022487744
"Great Falls, MT",0.051837211,0,0.037939556,1.1,1.58,2001-2005,0.006017461
"Greeley, CO",0.041769578,0,0.063059881,3.46,4.56,2001-2005,0.182114425
"Green Bay, WI",0.045118449,0,0.042964151,2.62,3.86,2001-2005,0.040989519
"Greensboro-High Point, NC",0.031830906,0,0.039582678,1.68,2.4,2001-2005,0.060617861
"Greenville, NC",0.039952442,0,0.035439093,2.52,2.94,2001-2005,0.113766584
"Greenville-Anderson, SC",0.034476819,0,0.044239156,2.6,2.34,2001-2005,0.06658187
"Gulfport-Biloxi, MS",0.063655302,0,0.046894565,2.7,4.16,2001-2005,0.005327213
"Hagerstown-Martinsburg, MD-WV",0.137702262,0,0.026187894,2.42,3.1,2001-2005,0.099157169
"Hanford-Corcoran, CA",0.167006639,1,0.003498218,3.62,1.54,2001-2005,0.087052924
"Harrisburg-Carlisle, PA",0.062824149,0,0.021730771,1.3,1.82,2001-2005,0.038923358
"Harrisonburg, VA",0.09953344,0,0.028174014,2.68,3.38,2001-2005,0.075848555
"Hartford-East Hartford-Middletown, CT",0.092923656,0,0.036252541,0.98,-1.16,2001-2005,0.027381525
"Hattiesburg, MS",0.045136172,0,0.04299851,2.06,2.12,2001-2005,0.074104637
"Hickory-Lenoir-Morganton, NC",0.034378481,0,0.049620994,1.12,1.86,2001-2005,0.034007005
"Hot Springs, AR",0.066216557,0,0.024005852,1.24,3.82,2001-2005,0.044193125
"Houma-Thibodaux, LA",0.053589369,0,0.05992113,3.82,2.42,2001-2005,0.034625773
"Houston-The Woodlands-Sugar Land, TX",0.047244926,0,0.050285248,3.12,1.76,2001-2005,0.123005994
"Huntington-Ashland, WV-KY-OH",0.043251619,0,0.028910258,1.26,1.7,2001-2005,-0.001641748
"Huntsville, AL",0.041157621,0,0.028559465,2.28,1.18,2001-2005,0.104396313
"Idaho Falls, ID",0.057986328,0,0.027778954,2.46,2.64,2001-2005,0.132358992
"Indianapolis-Carmel-Anderson, IN",0.030420637,0,0.035555862,1.88,2.56,2001-2005,0.073105265
"Iowa City, IA",0.048202583,0,0.031526991,2.26,2.36,2001-2005,0.076475206
"Ithaca, NY",0.091443733,0,0.023246842,2.08,0.48,2001-2005,0.025897547
"Jackson, MI",0.046008555,0,0.067563428,1.64,1.62,2001-2005,0.005746577
"Jackson, MS",0.042838684,0,0.032084662,1.96,2.5,2001-2005,0.041245399
"Jackson, TN",0.028783213,0,0.028597423,2.94,2.84,2001-2005,0.036798377
"Jacksonville, FL",0.121784162,0,0.056624618,3.1,3.12,2001-2005,0.094752163
"Jacksonville, NC",0.079301905,0,0.033706599,3,3.08,2001-2005,0.08735847
"Janesville-Beloit, WI",0.045244774,0,0.036581248,0.52,1.74,2001-2005,0.026003444
"Jefferson City, MO",0.039555825,0,0.045366105,1.88,3.18,2001-2005,0.034240156
"Johnson City, TN",0.048878418,0,0.037581172,0.44,1.96,2001-2005,0.046044418
"Johnstown, PA",0.052735162,0,0.021124511,0.26,0.78,2001-2005,-0.029663814
"Jonesboro, AR",0.028319746,0,0.032715464,1.4,3.54,2001-2005,0.059757548
"Joplin, MO",0.044989124,0,0.031180964,1.54,3.16,2001-2005,0.056248491
"Kalamazoo-Portage, MI",0.040758855,0,0.048414955,1.36,1.84,2001-2005,0.018445733
"Kankakee, IL",0.050090181,0,0.022683887,0.74,2.16,2001-2005,0.045279986
"Kansas City, MO-KS",0.049177119,0,0.056896428,1.44,2.02,2001-2005,0.052875478
"Kennewick-Richland, WA",0.050468671,0,0.021883046,1.88,2.5,2001-2005,0.149218678
"Killeen-Temple, TX",0.045698066,0,0.019132594,2.38,4.86,2001-2005,0.107036683
"Kingsport-Bristol, TN-VA",0.052681054,0,0.039595479,0.04,2.06,2001-2005,0.01835844
"Kingston, NY",0.135127446,0,0.052042491,2.82,-1.42,2001-2005,0.013256789
"Knoxville, TN",0.05675112,0,0.035028158,1.16,2.9,2001-2005,0.064434253
"Kokomo, IN",0.022276063,0,0.042383471,-1.26,2.62,2001-2005,-0.014148604
"La Crosse-Onalaska, WI-MN",0.054516943,0,0.052617827,1.28,2.44,2001-2005,0.026559576
"Lafayette, LA",0.057539025,0,0.042397919,2.24,2.88,2001-2005,0.070016493
"Lafayette-West Lafayette, IN",0.018983216,0,0.031214119,1.86,1.88,2001-2005,0.063113817
"Lake Charles, LA",0.049303394,0,0.026082299,0.54,3.18,2001-2005,0.015479364
"Lake Havasu City-Kingman, AZ",0.164940713,1,0.014926856,4.64,4.5,2001-2005,0.136334457
"Lakeland-Winter Haven, FL",0.129936562,0,0.034731132,2.72,1.54,2001-2005,0.115434132
"Lancaster, PA",0.075561636,0,0.018143172,2.12,1.22,2001-2005,0.050550812
"Lansing-East Lansing, MI",0.049019011,0,0.060368016,0.84,1.32,2001-2005,0.018049066
"Laredo, TX",0.047513462,0,0.027468705,4.86,3.8,2001-2005,0.138475376
"Las Cruces, NM",0.081587811,0,0.015505839,3.1,2.32,2001-2005,0.09443762
"Las Vegas-Henderson-Paradise, NV",0.160950524,0,0.027346155,6.56,6.42,2001-2005,0.190930572
"Lawrence, KS",0.054358109,0,0.0562222,2.86,3.5,2001-2005,0.052939361
"Lawton, OK",0.050705397,0,0.016528794,0.74,0.78,2001-2005,0.038821726
"Lebanon, PA",0.0616827,0,0.018692464,2.56,-0.08,2001-2005,0.053585214
"Lewiston, ID-WA",0.078599916,0,0.012011593,2.26,4.22,2001-2005,0.024938766
"Lewiston-Auburn, ME",0.102504648,0,0.024987541,2.46,0.72,2001-2005,0.018656713
"Lexington-Fayette, KY",0.048424912,0,0.04996753,2.32,2.82,2001-2005,0.075258843
"Lima, OH",0.040875684,0,0.043560603,1.5,0.6,2001-2005,-0.009922654
"Lincoln, NE",0.038044369,0,0.044815597,2.02,2.72,2001-2005,0.064226327
"Little Rock-North Little Rock-Conway, AR",0.050151321,0,0.030240405,1.38,2.88,2001-2005,0.070592975
"Logan, UT-ID",0.036286966,0,0.036063417,3.52,4.82,2001-2005,0.105080663
"Longview, TX",0.052063715,0,0.031297271,2.28,2,2001-2005,0.05107358
"Longview, WA",0.064660797,0,0.028108507,1.08,1.14,2001-2005,0.049666068
"Los Angeles-Long Beach-Glendale, CA",0.188523119,1,0.054563012,1.78,-1.56,2001-2005,0.01855755
"Louisville/Jefferson County, KY-IN",0.041454578,0,0.048458868,1.72,1.98,2001-2005,0.051019346
"Lubbock, TX",0.044830284,0,0.026004377,2.12,2.12,2001-2005,0.068142835
"Lynchburg, VA",0.063870784,0,0.028260492,1.46,1.48,2001-2005,0.051217515
"Macon-Bibb County, GA",0.041792063,0,0.030422885,0.68,2.56,2001-2005,0.022073002
"Madera, CA",0.198197797,1,0.013456079,3.5,3.84,2001-2005,0.107004399
"Madison, WI",0.066699973,0,0.044765734,2.34,2.44,2001-2005,0.064502479
"Manchester-Nashua, NH",0.105820429,0,0.077274961,2.38,1.94,2001-2005,0.025768133
"Manhattan, KS",0.075468457,0,0.042009254,1.72,2.76,2001-2005,0.079764525
"Mankato, MN",0.067290487,0,0.049585453,2.62,3.24,2001-2005,0.062385726
"Mansfield, OH",0.038023558,0,0.048623993,-0.66,1.9,2001-2005,-0.017131344
"McAllen-Edinburg-Mission, TX",0.049759468,0,0.010344751,4.9,4.32,2001-2005,0.166415714
"Medford, OR",0.146020287,0,0.048770718,3.1,3.36,2001-2005,0.058781865
"Memphis, TN-MS-AR",0.032807634,0,0.03807814,1.92,2.94,2001-2005,0.044994879
"Merced, CA",0.193241714,1,0.055378805,2.3,1.92,2001-2005,0.102205515
"Miami-Miami Beach-Kendall, FL",0.182548707,1,0.040191567,2.24,1.42,2001-2005,0.054156491
"Michigan City-La Porte, IN",0.045802314,0,0.037786563,0.44,1.24,2001-2005,0.006161426
"Midland, TX",0.064730148,0,0.011383829,1.38,2.36,2001-2005,0.086204168
"Milwaukee-Waukesha, WI",0.07278449,0,0.043802804,1.44,1.28,2001-2005,0.018214045
"Minneapolis-St. Paul-Bloomington, MN-WI",0.089595869,0,0.075299664,2.38,2.4,2001-2005,0.051078024
"Missoula, MT",0.095280209,0,0.041911155,3.62,3.8,2001-2005,0.068121868
"Mobile, AL",0.047290945,0,0.044257849,2,3.32,2001-2005,0.016309701
"Modesto, CA",0.191357775,1,0.047447968,3.16,1.16,2001-2005,0.072804404
"Monroe, LA",0.044445015,0,0.045596092,1.92,3.08,2001-2005,0.018609228
"Monroe, MI",0.041260608,0,0.069523216,3.26,2.7,2001-2005,0.020603803
"Montgomery, AL",0.043200948,0,0.016277522,1.72,2.18,2001-2005,0.039627163
"Morgantown, WV",0.087455751,0,0.021205131,1.56,1.48,2001-2005,0.080022149
"Morristown, TN",0.050806776,0,0.049498794,1.82,3.64,2001-2005,0.053519451
"Mount Vernon-Anacortes, WA",0.093421951,0,0.033543336,4.34,3.16,2001-2005,0.065454181
"Muncie, IN",0.029478082,0,0.041955038,-1,2.1,2001-2005,-0.004633151
"Muskegon, MI",0.034558182,0,0.069117658,2.02,1.24,2001-2005,0.005823233
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.095525564,0,0.053895978,3.28,4.96,2001-2005,0.170272862
"Napa, CA",0.155002793,0,0.094032224,4.7,1.44,2001-2005,0.04795346
"Naples-Marco Island, FL",0.195266182,1,0.069696738,7.32,3.44,2001-2005,0.130944329
"Nashville-Davidson--Murfreesboro--Franklin, TN",0.047035024,0,0.044345804,2.26,3.5,2001-2005,0.100924549
"New Haven-Milford, CT",0.111528295,0,0.03927609,1.44,-0.98,2001-2005,0.023076354
"New Orleans-Metairie, LA",0.073599526,0,0.046069676,1.12,1.92,2001-2005,-0.05818531
"New York-Jersey City-White Plains, NY-NJ",0.129880215,0,0.064539966,2.26,-0.56,2001-2005,0.015545461
"Niles, MI",0.058587047,0,0.051530408,0.78,0.84,2001-2005,-0.017512206
"North Port-Sarasota-Bradenton, FL",0.17837912,1,0.051299066,3.86,2.94,2001-2005,0.091049725
"Norwich-New London, CT",0.116303413,0,0.037803308,1.76,1.08,2001-2005,0.028478496
"Ocala, FL",0.135060547,0,0.034709995,2.96,3.22,2001-2005,0.131175428
"Ocean City, NJ",0.164290532,1,0.0748416,2.34,0.24,2001-2005,-0.02504337
"Odessa, TX",0.062685395,0,0.019677085,1.8,1.92,2001-2005,0.064027686
"Ogden-Clearfield, UT",0.030683231,0,0.041047139,2.54,3.86,2001-2005,0.11181753
"Oklahoma City, OK",0.053932477,0,0.037299547,2.3,2.4,2001-2005,0.069504833
"Olympia-Lacey-Tumwater, WA",0.104738813,0,0.027933445,2.36,3.1,2001-2005,0.102986972
"Omaha-Council Bluffs, NE-IA",0.039905983,0,0.050672354,2.18,2.12,2001-2005,0.06215185
"Orlando-Kissimmee-Sanford, FL",0.148861454,0,0.043716437,5.24,4.04,2001-2005,0.13923687
"Oshkosh-Neenah, WI",0.044090826,0,0.03908086,1.92,2.94,2001-2005,0.032116333
"Owensboro, KY",0.029807367,0,0.037698049,1.52,2.3,2001-2005,0.021952447
"Oxnard-Thousand Oaks-Ventura, CA",0.174320795,1,0.067441834,3.2,0.32,2001-2005,0.045513186
"Palm Bay-Melbourne-Titusville, FL",0.187612128,1,0.024043438,3.18,0.82,2001-2005,0.068173627
"Panama City, FL",0.157621982,0,0.037574273,1.5,2.26,2001-2005,0.067343219
"Parkersburg-Vienna, WV",0.0296627,0,0.037639731,0.96,1.76,2001-2005,-0.007830248
"Pensacola-Ferry Pass-Brent, FL",0.122132444,0,0.036275045,0.58,2.48,2001-2005,0.043733409
"Peoria, IL",0.038700144,0,0.04152758,1.48,1.2,2001-2005,0.016606502
"Philadelphia, PA",0.129283332,0,0.025034373,0.78,-1.32,2001-2005,0.024166304
"Phoenix-Mesa-Chandler, AZ",0.150749143,0,0.057900754,4.94,4.54,2001-2005,0.135506411
"Pine Bluff, AR",0.043753552,0,0.033653071,0.46,1.44,2001-2005,-0.033555987
"Pittsburgh, PA",0.04837388,0,0.030765073,1.52,0.6,2001-2005,-0.015504674
"Pittsfield, MA",0.096783858,0,0.032160524,0.86,-0.96,2001-2005,-0.013931489
"Pocatello, ID",0.053751545,0,0.026742299,2.78,5.48,2001-2005,0.044455462
"Portland-South Portland, ME",0.108321684,0,0.061484178,2.92,1.44,2001-2005,0.026846105
"Portland-Vancouver-Hillsboro, OR-WA",0.091733603,0,0.047201074,2.58,3.38,2001-2005,0.074541879
"Poughkeepsie-Newburgh-Middletown, NY",0.134764909,0,0.049422325,0,0,2001-2005,0.038504607
"Prescott Valley-Prescott, AZ",0.137265093,0,0.03375644,4.74,7.3,2001-2005,0.122395051
"Providence-Warwick, RI-MA",0.139770646,0,0.051680657,1.64,0.72,2001-2005,0.005623805
"Provo-Orem, UT",0.035660537,0,0.038271129,3.44,5.44,2001-2005,0.182460228
"Pueblo, CO",0.040828231,0,0.050682511,2.56,2.6,2001-2005,0.060350237
"Punta Gorda, FL",0.175580084,1,0.041167698,2.94,2.14,2001-2005,0.062813601
"Racine, WI",0.072809588,0,0.042444287,0.72,0.82,2001-2005,0.017265986
"Raleigh-Cary, NC",0.034345048,0,0.03762593,4,4.22,2001-2005,0.190926224
"Rapid City, SD",0.065472059,0,0.055669193,1.76,3.06,2001-2005,0.058408731
"Reading, PA",0.080674853,0,0.012165425,1.6,0.68,2001-2005,0.049370357
"Redding, CA",0.175333144,1,0.019972605,2.46,1.04,2001-2005,0.041898628
"Reno, NV",0.163217185,1,0.025728166,2.88,3.34,2001-2005,0.113866588
"Richmond, VA",0.096031531,0,0.03547508,2.16,1.68,2001-2005,0.070998445
"Riverside-San Bernardino-Ontario, CA",0.194350556,1,0.047308908,4.8,1.9,2001-2005,0.139310615
"Roanoke, VA",0.069530787,0,0.035127387,1.74,1.46,2001-2005,0.034770738
"Rochester, MN",0.051146998,0,0.066032063,3.94,1.26,2001-2005,0.066237061
"Rochester, NY",0.040565961,0,0.013822666,1,0.6,2001-2005,0.0079141
"Rockford, IL",0.046653098,0,0.021518072,0.96,2.3,2001-2005,0.044641655
"Rocky Mount, NC",0.028960573,0,0.03190387,0.06,1.56,2001-2005,0.032223133
"Rome, GA",0.051680567,0,0.043386711,0.1,1.92,2001-2005,0.031267373
"Sacramento-Roseville-Folsom, CA",0.173794456,1,0.055137611,3.68,1.56,2001-2005,0.093639738
"Saginaw, MI",0.033957134,0,0.05451164,0.82,1.74,2001-2005,-0.023778341
"Salem, OR",0.06692537,0,0.040156128,1.98,3.04,2001-2005,0.060826135
"Salinas, CA",0.169294722,1,0.100374685,3.18,-0.02,2001-2005,0.016411202
"Salisbury, MD-DE",0.136622522,0,0.051303851,2.26,1.76,2001-2005,0.069834432
"Salt Lake City, UT",0.049750212,0,0.041523792,3.46,4.78,2001-2005,0.077187106
"San Angelo, TX",0.055217034,0,0.020860568,1.26,2.18,2001-2005,0.028162442
"San Antonio-New Braunfels, TX",0.054620694,0,0.023306387,2.94,3.58,2001-2005,0.118785992
"San Diego-Chula Vista-Carlsbad, CA",0.167653641,1,0.082401591,3.98,0.42,2001-2005,0.048825231
"San Francisco-San Mateo-Redwood City, CA",0.105140124,0,0.129768536,3.24,0.02,2001-2005,0.025341412
"San Jose-Sunnyvale-Santa Clara, CA",0.090325283,0,0.149704305,4.3,1.16,2001-2005,0.02870734
"San Luis Obispo-Paso Robles, CA",0.162051947,0,0.084000558,4.32,0.8,2001-2005,0.045494839
"Santa Cruz-Watsonville, CA",0.112280726,0,0.126766649,2.6,0.2,2001-2005,0.013176003
"Santa Fe, NM",0.090173152,0,0.02323357,1.3,2.66,2001-2005,0.055970103
"Santa Rosa-Petaluma, CA",0.128759775,0,0.106139446,4.18,1.48,2001-2005,0.02717463
"Savannah, GA",0.086809747,0,0.053128898,1.7,1.88,2001-2005,0.089213324
"Scranton--Wilkes-Barre, PA",0.058098863,0,0.021228307,1.3,0.6,2001-2005,0.002677352
"Seattle-Bellevue-Kent, WA",0.088657918,0,0.072878379,3.88,1.26,2001-2005,0.063049637
"Sebastian-Vero Beach, FL",0.173243268,1,0.040058558,3.72,1.9,2001-2005,0.105468183
"Sheboygan, WI",0.050910883,0,0.045252693,1.58,2.74,2001-2005,0.01261945
"Sherman-Denison, TX",0.036842081,0,0.042417281,2.24,1.94,2001-2005,0.045451981
"Shreveport-Bossier City, LA",0.056899598,0,0.030911985,1.4,2.98,2001-2005,0.029667768
"Sioux City, IA-NE-SD",0.027611523,0,0.034136141,0.68,3.68,2001-2005,0.001829815
"Sioux Falls, SD",0.045927472,0,0.03644635,3.34,3.74,2001-2005,0.104554345
"South Bend-Mishawaka, IN-MI",0.038771786,0,0.045681489,0.94,2.48,2001-2005,0.004035588
"Spartanburg, SC",0.032651916,0,0.035009139,0.82,1.98,2001-2005,0.058414224
"Spokane-Spokane Valley, WA",0.083530863,0,0.010774625,2.02,3.44,2001-2005,0.061832145
"Springfield, IL",0.030564705,0,0.015833706,0.64,0.36,2001-2005,0.021446771
"Springfield, MA",0.108179131,0,0.032995412,1.7,-0.48,2001-2005,0.009460932
"Springfield, MO",0.047311525,0,0.023104728,2.04,3.92,2001-2005,0.088812449
"Springfield, OH",0.033057563,0,0.040757257,0.44,0.26,2001-2005,-0.02239005
"Stockton, CA",0.174696488,1,0.06413667,3.2,0.92,2001-2005,0.102700434
"Sumter, SC",0.055008599,0,0.03670804,2.12,3.1,2001-2005,0.013337276
"Syracuse, NY",0.062694406,0,0.015550004,1.22,-0.62,2001-2005,0.009508683
"Tallahassee, FL",0.109377675,0,0.0308295,1.98,3.04,2001-2005,0.071016294
"Tampa-St. Petersburg-Clearwater, FL",0.147527286,0,0.0530924,3.38,2.58,2001-2005,0.077785726
"Terre Haute, IN",0.029994763,0,0.025795079,-0.4,2.48,2001-2005,0.004325424
"Texarkana, TX-AR",0.045929302,0,0.023718833,1.2,0.22,2001-2005,0.02390709
"Toledo, OH",0.034453248,0,0.052662517,1.28,1.82,2001-2005,-0.005902692
"Topeka, KS",0.04803201,0,0.03415169,1.04,1.94,2001-2005,0.020539365
"Trenton-Princeton, NJ",0.127423012,0,0.036756726,2.82,-0.12,2001-2005,0.02220745
"Tucson, AZ",0.128870772,0,0.034135213,3.02,3.86,2001-2005,0.07786766
"Tulsa, OK",0.035807875,0,0.047497466,2.7,1.74,2001-2005,0.044358288
"Tuscaloosa, AL",0.047830838,0,0.040479902,2.02,2.06,2001-2005,0.06902931
"Twin Falls, ID",0.057736178,0,0.01994069,3.14,4,2001-2005,0.095619622
"Urban Honolulu, HI",0.149532127,0,-0.025265169,0.56,-0.48,2001-2005,0.043044631
"Utica-Rome, NY",0.067818964,0,0.013804377,1.38,0,2001-2005,-0.000832301
"Valdosta, GA",0.056688574,0,0.035411411,1.9,3.6,2001-2005,0.080515719
"Vallejo, CA",0.16504651,1,0.077478298,3.7,0.32,2001-2005,0.023550319
"Victoria, TX",0.037712694,0,0.029890941,2.24,2.44,2001-2005,0.0165252
"Vineland-Bridgeton, NJ",0.116383458,0,0.017617389,1.06,-0.5,2001-2005,0.03509881
"Virginia Beach-Norfolk-Newport News, VA-NC",0.138699259,0,0.03056523,2.18,1.42,2001-2005,0.029788132
"Visalia, CA",0.174811478,1,0.006942293,2.4,0.54,2001-2005,0.096131746
"Waco, TX",0.055020276,0,0.028997992,1.68,2.28,2001-2005,0.048892127
"Warner Robins, GA",0.038258907,0,0.028424199,2.86,1.78,2001-2005,0.123848011
"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.166572059,1,0.040610927,3.46,0.7,2001-2005,0.078831594
"Waterloo-Cedar Falls, IA",0.053106535,0,0.065158439,2.28,2.14,2001-2005,0.012484226
"Wausau-Weston, WI",0.050220298,0,0.045003685,2.92,2.8,2001-2005,0.032180062
